Entity,Code,Year,Coal consumption - TWh
Cyprus,CYP,2002,0.51172
Cyprus,CYP,2003,0.51172
Cyprus,CYP,2004,0.51172
Cyprus,CYP,2005,0.51172
Cyprus,CYP,2006,0.3509561
Cyprus,CYP,2007,0.31871858
Cyprus,CYP,2008,0.2606911
Cyprus,CYP,2009,0.1381886
Cyprus,CYP,2010,0.17042612
Cyprus,CYP,2011,0.08016111
Cyprus,CYP,2012,0.0027911945
Cyprus,CYP,2013,0.0027911945
Cyprus,CYP,2014,0.025789998
Cyprus,CYP,2015,0.038685
Cyprus,CYP,2016,0.0051644444
Cyprus,CYP,2017,0.034689166
Cyprus,CYP,2018,0.15830112
Cyprus,CYP,2019,0.1943486
Cyprus,CYP,2020,0.16211778
Cyprus,CYP,2021,0.4799583
Cyprus,CYP,2022,0.3808161
Czechia,CZE,1965,410.84137
Czechia,CZE,1966,409.63187
Czechia,CZE,1967,396.14102
Czechia,CZE,1968,410.06216
Czechia,CZE,1969,426.2046
Czechia,CZE,1970,431.473
Czechia,CZE,1971,449.5344
Czechia,CZE,1972,443.12625
Czechia,CZE,1973,433.6013
Czechia,CZE,1974,431.99634
Czechia,CZE,1975,441.21893
Czechia,CZE,1976,449.8251
Czechia,CZE,1977,459.5478
Czechia,CZE,1978,461.3388
Czechia,CZE,1979,461.4784
Czechia,CZE,1980,447.18512
Czechia,CZE,1981,445.37082
Czechia,CZE,1982,448.82495
Czechia,CZE,1983,446.30124
Czechia,CZE,1984,454.70972
Czechia,CZE,1985,444.83585
Czechia,CZE,1986,442.82385
Czechia,CZE,1987,437.67175
Czechia,CZE,1988,442.8006
Czechia,CZE,1989,425.75104
Czechia,CZE,1990,345.94446
Czechia,CZE,1991,316.91354
Czechia,CZE,1992,295.92255
Czechia,CZE,1993,287.87985
Czechia,CZE,1994,272.46667
Czechia,CZE,1995,272.72382
Czechia,CZE,1996,272.11865
Czechia,CZE,1997,255.68047
Czechia,CZE,1998,237.00223
Czechia,CZE,1999,215.9442
Czechia,CZE,2000,246.71695
Czechia,CZE,2001,242.13039
Czechia,CZE,2002,237.63068
Czechia,CZE,2003,241.5218
Czechia,CZE,2004,241.88832
Czechia,CZE,2005,233.69691
Czechia,CZE,2006,241.97527
Czechia,CZE,2007,241.51474
Czechia,CZE,2008,229.0496
Czechia,CZE,2009,211.57613
Czechia,CZE,2010,218.38116
Czechia,CZE,2011,214.98866
Czechia,CZE,2012,206.14917
Czechia,CZE,2013,196.5045
Czechia,CZE,2014,190.43582
Czechia,CZE,2015,189.86116
Czechia,CZE,2016,191.26581
Czechia,CZE,2017,187.27791
Czechia,CZE,2018,186.01262
Czechia,CZE,2019,167.36311
Czechia,CZE,2020,145.43529
Czechia,CZE,2021,150.807
Czechia,CZE,2022,163.59177
Denmark,DNK,1965,43.008904
Denmark,DNK,1966,48.74482
Denmark,DNK,1967,41.73309
Denmark,DNK,1968,37.392773
Denmark,DNK,1969,34.154984
Denmark,DNK,1970,27.318869
Denmark,DNK,1971,16.718124
Denmark,DNK,1972,17.079817
Denmark,DNK,1973,26.177967
Denmark,DNK,1974,24.728868
Denmark,DNK,1975,23.85778
Denmark,DNK,1976,33.14666
Denmark,DNK,1977,38.130116
Denmark,DNK,1978,42.008724
Denmark,DNK,1979,50.09739
Denmark,DNK,1980,71.49775
Denmark,DNK,1981,57.144
Denmark,DNK,1982,68.93217
Denmark,DNK,1983,65.83045
Denmark,DNK,1984,69.38574
Denmark,DNK,1985,84.56986
Denmark,DNK,1986,85.54562
Denmark,DNK,1987,83.970924
Denmark,DNK,1988,78.56763
Denmark,DNK,1989,64.56976
Denmark,DNK,1990,70.83368
Denmark,DNK,1991,96.074265
Denmark,DNK,1992,80.024864
Denmark,DNK,1993,83.944176
Denmark,DNK,1994,90.27089
Denmark,DNK,1995,75.46009
Denmark,DNK,1996,103.72331
Denmark,DNK,1997,77.10806
Denmark,DNK,1998,65.53156
Denmark,DNK,1999,55.05293
Denmark,DNK,2000,46.182728
Denmark,DNK,2001,48.81576
Denmark,DNK,2002,48.873913
Denmark,DNK,2003,66.68293
Denmark,DNK,2004,51.11385
Denmark,DNK,2005,43.05212
Denmark,DNK,2006,64.73512
Denmark,DNK,2007,54.23582
Denmark,DNK,2008,47.65927
Denmark,DNK,2009,46.800316
Denmark,DNK,2010,45.47204
Denmark,DNK,2011,37.835083
Denmark,DNK,2012,29.658981
Denmark,DNK,2013,37.670876
Denmark,DNK,2014,29.857864
Denmark,DNK,2015,21.238243
Denmark,DNK,2016,24.577396
Denmark,DNK,2017,18.368776
Denmark,DNK,2018,18.772844
Denmark,DNK,2019,10.575361
Denmark,DNK,2020,9.309924
Denmark,DNK,2021,12.399527
Denmark,DNK,2022,11.995051
Eastern Africa (EI),,1965,21.080894
Eastern Africa (EI),,1966,24.530401
Eastern Africa (EI),,1967,24.770077
Eastern Africa (EI),,1968,26.105837
Eastern Africa (EI),,1969,25.32352
Eastern Africa (EI),,1970,28.672852
Eastern Africa (EI),,1971,29.232458
Eastern Africa (EI),,1972,27.27322
Eastern Africa (EI),,1973,29.954365
Eastern Africa (EI),,1974,27.579935
Eastern Africa (EI),,1975,25.063856
Eastern Africa (EI),,1976,33.091297
Eastern Africa (EI),,1977,26.959099
Eastern Africa (EI),,1978,26.370522
Eastern Africa (EI),,1979,25.88784
Eastern Africa (EI),,1980,26.920053
Eastern Africa (EI),,1981,25.28045
Eastern Africa (EI),,1982,24.409916
Eastern Africa (EI),,1983,27.031952
Eastern Africa (EI),,1984,25.465958
Eastern Africa (EI),,1985,27.175692
Eastern Africa (EI),,1986,31.516434
Eastern Africa (EI),,1987,37.382347
Eastern Africa (EI),,1988,37.635193
Eastern Africa (EI),,1989,37.01012
Eastern Africa (EI),,1990,52.23298
Eastern Africa (EI),,1991,42.960022
Eastern Africa (EI),,1992,43.895397
Eastern Africa (EI),,1993,52.99555
Eastern Africa (EI),,1994,47.629597
Eastern Africa (EI),,1995,46.157055
Eastern Africa (EI),,1996,42.75656
Eastern Africa (EI),,1997,47.485214
Eastern Africa (EI),,1998,44.971336
Eastern Africa (EI),,1999,38.278282
Eastern Africa (EI),,2000,35.46156
Eastern Africa (EI),,2001,37.54143
Eastern Africa (EI),,2002,35.592552
Eastern Africa (EI),,2003,29.221228
Eastern Africa (EI),,2004,35.76816
Eastern Africa (EI),,2005,32.95203
Eastern Africa (EI),,2006,26.851059
Eastern Africa (EI),,2007,27.797733
Eastern Africa (EI),,2008,20.630274
Eastern Africa (EI),,2009,23.624178
Eastern Africa (EI),,2010,32.079063
Eastern Africa (EI),,2011,35.208042
Eastern Africa (EI),,2012,29.43425
Eastern Africa (EI),,2013,44.57265
Eastern Africa (EI),,2014,67.21526
Eastern Africa (EI),,2015,57.592346
Eastern Africa (EI),,2016,45.38625
Eastern Africa (EI),,2017,55.36425
Eastern Africa (EI),,2018,61.7262
Eastern Africa (EI),,2019,52.452297
Eastern Africa (EI),,2020,50.881695
Eastern Africa (EI),,2021,53.577007
Eastern Africa (EI),,2022,58.18501
Ecuador,ECU,1990,0.0032014165
Ecuador,ECU,1991,0.0064451387
Ecuador,ECU,1992,0.0046505276
Ecuador,ECU,1993,0.00081343605
Ecuador,ECU,1994,0.003962694
Ecuador,ECU,1995,0.003958611
Ecuador,ECU,1996,0.0049553053
Ecuador,ECU,1997,0.00626725
Ecuador,ECU,1998,0.009219167
Ecuador,ECU,1999,0.012029138
Ecuador,ECU,2000,0.016110389
Ecuador,ECU,2001,0.020834971
Ecuador,ECU,2002,0.022496028
Ecuador,ECU,2003,0.8815003
Ecuador,ECU,2004,0.02098511
Ecuador,ECU,2005,0.024508944
Ecuador,ECU,2006,0.062975556
Ecuador,ECU,2007,0.025139555
Ecuador,ECU,2008,0.2895472
Ecuador,ECU,2009,0.06921278
Ecuador,ECU,2010,0.11599944
Ecuador,ECU,2011,0.108782776
Ecuador,ECU,2012,0.13059416
Ecuador,ECU,2013,0.14639612
Ecuador,ECU,2014,0.13852888
Ecuador,ECU,2015,0.14999388
Ecuador,ECU,2016,0.08799222
Ecuador,ECU,2017,0.094677225
Ecuador,ECU,2018,0.32408777
Ecuador,ECU,2019,0.0995275
Ecuador,ECU,2020,0.28073332
Ecuador,ECU,2021,0.549848
Ecuador,ECU,2022,0.79980165
Egypt,EGY,1965,4.68689
Egypt,EGY,1966,3.18662
Egypt,EGY,1967,4.90786
Egypt,EGY,1968,5.10557
Egypt,EGY,1969,5.51262
Egypt,EGY,1970,5.0823097
Egypt,EGY,1971,4.170669
Egypt,EGY,1972,3.6906874
Egypt,EGY,1973,3.2146714
Egypt,EGY,1974,5.6131377
Egypt,EGY,1975,6.7084627
Egypt,EGY,1976,6.561646
Egypt,EGY,1977,7.483579
Egypt,EGY,1978,7.1691966
Egypt,EGY,1979,7.95214
Egypt,EGY,1980,6.4020824
Egypt,EGY,1981,8.251322
Egypt,EGY,1982,8.526778
Egypt,EGY,1983,8.087851
Egypt,EGY,1984,8.201476
Egypt,EGY,1985,8.659639
Egypt,EGY,1986,8.706916
Egypt,EGY,1987,9.210785
Egypt,EGY,1988,10.068685
Egypt,EGY,1989,10.304738
Egypt,EGY,1990,8.828414
Egypt,EGY,1991,9.086647
Egypt,EGY,1992,9.308141
Egypt,EGY,1993,11.212319
Egypt,EGY,1994,12.06716
Egypt,EGY,1995,8.074232
Egypt,EGY,1996,11.097345
Egypt,EGY,1997,9.392377
Egypt,EGY,1998,9.240117
Egypt,EGY,1999,8.399267
Egypt,EGY,2000,10.1112385
Egypt,EGY,2001,8.8946705
Egypt,EGY,2002,9.542124
Egypt,EGY,2003,9.894048
Egypt,EGY,2004,10.112517
Egypt,EGY,2005,9.894048
Egypt,EGY,2006,9.899571
Egypt,EGY,2007,8.999108
Egypt,EGY,2008,8.098236
Egypt,EGY,2009,7.197784
Egypt,EGY,2010,5.396436
Egypt,EGY,2011,5.126364
Egypt,EGY,2012,4.541817
Egypt,EGY,2013,4.4871445
Egypt,EGY,2014,4.5240703
Egypt,EGY,2015,9.319224
Egypt,EGY,2016,14.169939
Egypt,EGY,2017,13.951776
Egypt,EGY,2018,25.388884
Egypt,EGY,2019,22.94092
Egypt,EGY,2020,8.733374
Egypt,EGY,2021,14.113942
Egypt,EGY,2022,14.265933
Estonia,EST,1985,67.5203
Estonia,EST,1986,68.341515
Estonia,EST,1987,68.931206
Estonia,EST,1988,65.754234
Estonia,EST,1989,68.07053
Estonia,EST,1990,72.01204
Estonia,EST,1991,66.03763
Estonia,EST,1992,53.468693
Estonia,EST,1993,42.701996
Estonia,EST,1994,43.683094
Estonia,EST,1995,40.507942
Estonia,EST,1996,42.438255
Estonia,EST,1997,41.945976
Estonia,EST,1998,35.542328
Estonia,EST,1999,32.17135
Estonia,EST,2000,34.268295
Estonia,EST,2001,34.071384
Estonia,EST,2002,33.307957
Estonia,EST,2003,38.57416
Estonia,EST,2004,38.464703
Estonia,EST,2005,38.0906
Estonia,EST,2006,36.387783
Estonia,EST,2007,45.288357
Estonia,EST,2008,40.482048
Estonia,EST,2009,34.96647
Estonia,EST,2010,46.82532
Estonia,EST,2011,47.39325
Estonia,EST,2012,43.54446
Estonia,EST,2013,48.425804
Estonia,EST,2014,47.36029
Estonia,EST,2015,41.96262
Estonia,EST,2016,44.06444
Estonia,EST,2017,50.30153
Estonia,EST,2018,49.140667
Estonia,EST,2019,35.80686
Estonia,EST,2020,29.10825
Estonia,EST,2021,31.758135
Estonia,EST,2022,34.026913
Europe,,1965,9511.277
Europe,,1966,9385.44
Europe,,1967,9256.84
Europe,,1968,9308.798
Europe,,1969,9432.775
Europe,,1970,9301.574
Europe,,1971,9128.504
Europe,,1972,9041.875
Europe,,1973,9165.502
Europe,,1974,9130.07
Europe,,1975,9112.683
Europe,,1976,9350.6
Europe,,1977,9406.34
Europe,,1978,9481.176
Europe,,1979,9749.822
Europe,,1980,9730.223
Europe,,1981,9603.929
Europe,,1982,9685.924
Europe,,1983,9767.687
Europe,,1984,9707.405
Europe,,1985,9429.619
Europe,,1986,9419.216
Europe,,1987,9503.838
Europe,,1988,9326.825
Europe,,1989,9140.235
Europe,,1990,8624.07
Europe,,1991,8048.178
Europe,,1992,7558.1587
Europe,,1993,7005.544
Europe,,1994,6476.7725
Europe,,1995,6357.189
Europe,,1996,6163.8994
Europe,,1997,5895.8403
Europe,,1998,5670.359
Europe,,1999,5434.9116
Europe,,2000,5580.7266
Europe,,2001,5552.1797
Europe,,2002,5544.8164
Europe,,2003,5715.4272
Europe,,2004,5577.022
Europe,,2005,5404.7207
Europe,,2006,5598.9473
Europe,,2007,5591.573
Europe,,2008,5392.2656
Europe,,2009,4794.713
Europe,,2010,4952.181
Europe,,2011,5140.0195
Europe,,2012,5266.8657
Europe,,2013,5090.4775
Europe,,2014,4734.474
Europe,,2015,4630.6494
Europe,,2016,4416.4688
Europe,,2017,4216.76
Europe,,2018,4148.695
Europe,,2019,3587.7712
Europe,,2020,3105.7117
Europe,,2021,3365.5562
Europe,,2022,3210.59
Europe (EI),,1965,6094.7705
Europe (EI),,1966,5847.7183
Europe (EI),,1967,5658.22
Europe (EI),,1968,5745.5913
Europe (EI),,1969,5820.681
Europe (EI),,1970,5725.027
Europe (EI),,1971,5480.0576
Europe (EI),,1972,5293.9536
Europe (EI),,1973,5378.1265
Europe (EI),,1974,5329.3047
Europe (EI),,1975,5204.392
Europe (EI),,1976,5449.988
Europe (EI),,1977,5436.5527
Europe (EI),,1978,5536.945
Europe (EI),,1979,5778.3677
Europe (EI),,1980,5886.5376
Europe (EI),,1981,5786.8486
Europe (EI),,1982,5819.369
Europe (EI),,1983,5900.382
Europe (EI),,1984,5890.3325
Europe (EI),,1985,7239.403
Europe (EI),,1986,7178.0083
Europe (EI),,1987,7235.8013
Europe (EI),,1988,7086.995
Europe (EI),,1989,6998.9473
Europe (EI),,1990,6665.6685
Europe (EI),,1991,6281.051
Europe (EI),,1992,5911.4375
Europe (EI),,1993,5524.592
Europe (EI),,1994,5208.0376
Europe (EI),,1995,5150.1104
Europe (EI),,1996,5004.1807
Europe (EI),,1997,4866.93
Europe (EI),,1998,4732.111
Europe (EI),,1999,4470.258
Europe (EI),,2000,4600.32
Europe (EI),,2001,4558.572
Europe (EI),,2002,4556.1846
Europe (EI),,2003,4737.727
Europe (EI),,2004,4664.9043
Europe (EI),,2005,4554.524
Europe (EI),,2006,4767.774
Europe (EI),,2007,4833.916
Europe (EI),,2008,4557.58
Europe (EI),,2009,4075.131
Europe (EI),,2010,4257.2803
Europe (EI),,2011,4431.5938
Europe (EI),,2012,4537.4136
Europe (EI),,2013,4395.0923
Europe (EI),,2014,4126.7056
Europe (EI),,2015,3954.7063
Europe (EI),,2016,3816.2832
Europe (EI),,2017,3689.7732
Europe (EI),,2018,3601.3704
Europe (EI),,2019,3069.07
Europe (EI),,2020,2654.1096
Europe (EI),,2021,2886.2979
Europe (EI),,2022,2797.3564
European Union (27),,1965,4557.6743
European Union (27),,1966,4377.4062
European Union (27),,1967,4293.374
European Union (27),,1968,4372.6694
European Union (27),,1969,4476.9272
European Union (27),,1970,4439.798
European Union (27),,1971,4313.1924
European Union (27),,1972,4248.1978
European Union (27),,1973,4253.1323
European Union (27),,1974,4307.3887
European Union (27),,1975,4168.6445
European Union (27),,1976,4389.2144
European Union (27),,1977,4372.0845
European Union (27),,1978,4480.247
European Union (27),,1979,4640.8774
European Union (27),,1980,4812.972
European Union (27),,1981,4692.395
European Union (27),,1982,4765.5703
European Union (27),,1983,4806.8794
European Union (27),,1984,4987.18
European Union (27),,1985,5126.3623
European Union (27),,1986,4996.9204
European Union (27),,1987,5043.877
European Union (27),,1988,4978.2163
European Union (27),,1989,4990.7593
European Union (27),,1990,4546.389
European Union (27),,1991,4285.256
European Union (27),,1992,3984.9263
European Union (27),,1993,3809.9543
European Union (27),,1994,3722.7427
European Union (27),,1995,3674.7502
European Union (27),,1996,3682.9307
European Union (27),,1997,3572.7861
European Union (27),,1998,3410.5906
European Union (27),,1999,3249.503
European Union (27),,2000,3293.926
European Union (27),,2001,3285.5115
European Union (27),,2002,3303.5706
European Union (27),,2003,3416.3777
European Union (27),,2004,3356.3596
European Union (27),,2005,3246.4458
European Union (27),,2006,3334.0308
European Union (27),,2007,3367.0393
European Union (27),,2008,3119.7566
European Union (27),,2009,2765.9978
European Union (27),,2010,2903.2258
European Union (27),,2011,2985.5178
European Union (27),,2012,2972.7297
European Union (27),,2013,2916.2188
European Union (27),,2014,2776.5708
European Union (27),,2015,2772.6858
European Union (27),,2016,2661.9668
European Union (27),,2017,2628.804
European Union (27),,2018,2517.8262
European Union (27),,2019,2027.3577
European Union (27),,2020,1671.4243
European Union (27),,2021,1900.8511
European Union (27),,2022,1938.5032
Finland,FIN,1965,20.259819
Finland,FIN,1966,18.804535
Finland,FIN,1967,18.091894
Finland,FIN,1968,21.788618
Finland,FIN,1969,26.138052
Finland,FIN,1970,26.5675
Finland,FIN,1971,23.579443
Finland,FIN,1972,26.157778
Finland,FIN,1973,29.031944
Finland,FIN,1974,29.585278
Finland,FIN,1975,26.804998
Finland,FIN,1976,36.12
Finland,FIN,1977,36.420834
Finland,FIN,1978,49.094166
Finland,FIN,1979,47.313053
Finland,FIN,1980,53.688053
Finland,FIN,1981,32.994167
Finland,FIN,1982,36.59639
Finland,FIN,1983,39.75083
Finland,FIN,1984,45.782776
Finland,FIN,1985,58.025833
Finland,FIN,1986,53.055275
Finland,FIN,1987,59.426945
Finland,FIN,1988,59.5
Finland,FIN,1989,58.20639
Finland,FIN,1990,61.2875
Finland,FIN,1991,61.211662
Finland,FIN,1992,55.71361
Finland,FIN,1993,63.688885
Finland,FIN,1994,77.55639
Finland,FIN,1995,68.604996
Finland,FIN,1996,81.74694
Finland,FIN,1997,77.428055
Finland,FIN,1998,63.53889
Finland,FIN,1999,61.56555
Finland,FIN,2000,58.32722
Finland,FIN,2001,70.48917
Finland,FIN,2002,76.5911
Finland,FIN,2003,95.59249
Finland,FIN,2004,85.87945
Finland,FIN,2005,55.168888
Finland,FIN,2006,86.153885
Finland,FIN,2007,81.35305
Finland,FIN,2008,62.04361
Finland,FIN,2009,62.48972
Finland,FIN,2010,78.925
Finland,FIN,2011,64.1175
Finland,FIN,2012,52.501667
Finland,FIN,2013,58.041386
Finland,FIN,2014,52.02472
Finland,FIN,2015,44.405
Finland,FIN,2016,50.921112
Finland,FIN,2017,46.645554
Finland,FIN,2018,48.881386
Finland,FIN,2019,41.046944
Finland,FIN,2020,31.483889
Finland,FIN,2021,33.97278
Finland,FIN,2022,33.928883
France,FRA,1965,481.13544
France,FRA,1966,445.8141
France,FRA,1967,440.04257
France,FRA,1968,423.16086
France,FRA,1969,423.60306
France,FRA,1970,403.1711
France,FRA,1971,369.43515
France,FRA,1972,328.61258
France,FRA,1973,325.04178
France,FRA,1974,329.0066
France,FRA,1975,288.44208
France,FRA,1976,339.1309
France,FRA,1977,326.62524
France,FRA,1978,340.78445
France,FRA,1979,370.0985
France,FRA,1980,362.36105
France,FRA,1981,330.292
France,FRA,1982,337.7352
France,FRA,1983,305.63638
France,FRA,1984,292.2619
France,FRA,1985,283.65567
France,FRA,1986,234.46078
France,FRA,1987,213.4105
France,FRA,1988,208.40959
France,FRA,1989,226.9013
France,FRA,1990,220.8537
France,FRA,1991,235.0423
France,FRA,1992,207.2466
France,FRA,1993,169.3328
France,FRA,1994,166.5416
France,FRA,1995,170.4958
France,FRA,1996,181.6606
France,FRA,1997,159.0984
France,FRA,1998,189.2201
France,FRA,1999,169.4491
France,FRA,2000,164.76129
France,FRA,2001,144.1878
France,FRA,2002,148.6099
France,FRA,2003,157.97934
France,FRA,2004,150.38844
France,FRA,2005,156.18452
France,FRA,2006,144.31758
France,FRA,2007,149.40895
France,FRA,2008,140.40898
France,FRA,2009,125.0283
France,FRA,2010,133.87088
France,FRA,2011,113.60685
France,FRA,2012,128.70036
France,FRA,2013,134.49423
France,FRA,2014,100.44779
France,FRA,2015,99.87414
France,FRA,2016,97.52974
France,FRA,2017,106.459755
France,FRA,2018,95.2595
France,FRA,2019,74.53557
France,FRA,2020,52.277348
France,FRA,2021,63.309937
France,FRA,2022,59.457893
Germany,DEU,1965,1869.4764
Germany,DEU,1966,1745.3394
Germany,DEU,1967,1681.3043
Germany,DEU,1968,1705.4391
Germany,DEU,1969,1755.9604
Germany,DEU,1970,1733.998
Germany,DEU,1971,1659.38
Germany,DEU,1972,1619.8612
Germany,DEU,1973,1625.1296
Germany,DEU,1974,1632.1193
Germany,DEU,1975,1478.5684
Germany,DEU,1976,1560.839
Germany,DEU,1977,1499.0023
Germany,DEU,1978,1518.4825
Germany,DEU,1979,1606.7775
Germany,DEU,1980,1643.761
Germany,DEU,1981,1671.3124
Germany,DEU,1982,1631.4796
Germany,DEU,1983,1690.967
Germany,DEU,1984,1745.2443
Germany,DEU,1985,1735.9985
Germany,DEU,1986,1640.3766
Germany,DEU,1987,1633.6312
Germany,DEU,1988,1614.3953
Germany,DEU,1989,1640.0974
Germany,DEU,1990,1529.6908
Germany,DEU,1991,1343.5953
Germany,DEU,1992,1214.498
Germany,DEU,1993,1145.7742
Germany,DEU,1994,1111.4517
Germany,DEU,1995,1053.9393
Germany,DEU,1996,1049.4019
Germany,DEU,1997,1016.81824
Germany,DEU,1998,992.51227
Germany,DEU,1999,955.58167
Germany,DEU,2000,992.09576
Germany,DEU,2001,994.93604
Germany,DEU,2002,997.1488
Germany,DEU,2003,1013.6199
Germany,DEU,2004,988.11
Germany,DEU,2005,945.3872
Germany,DEU,2006,983.3112
Germany,DEU,2007,1008.28674
Germany,DEU,2008,931.8082
Germany,DEU,2009,834.2924
Germany,DEU,2010,896.1722
Germany,DEU,2011,910.7911
Germany,DEU,2012,936.07416
Germany,DEU,2013,963.3986
Germany,DEU,2014,925.89496
Germany,DEU,2015,915.0558
Germany,DEU,2016,889.935
Germany,DEU,2017,835.9297
Germany,DEU,2018,806.68994
Germany,DEU,2019,624.2178
Germany,DEU,2020,514.8666
Germany,DEU,2021,621.9345
Germany,DEU,2022,647.22217
Greece,GRC,1965,24.504408
Greece,GRC,1966,24.45789
Greece,GRC,1967,23.376299
Greece,GRC,1968,26.400099
Greece,GRC,1969,25.55111
Greece,GRC,1970,29.40064
Greece,GRC,1971,43.333378
Greece,GRC,1972,46.287395
Greece,GRC,1973,54.44003
Greece,GRC,1974,57.3359
Greece,GRC,1975,75.08328
Greece,GRC,1976,88.72527
Greece,GRC,1977,94.365814
Greece,GRC,1978,83.910446
Greece,GRC,1979,46.06643
Greece,GRC,1980,46.06643
Greece,GRC,1981,45.601227
Greece,GRC,1982,46.29903
Greece,GRC,1983,56.777657
Greece,GRC,1984,60.62719
Greece,GRC,1985,70.303345
Greece,GRC,1986,67.09347
Greece,GRC,1987,76.59518
Greece,GRC,1988,85.96896
Greece,GRC,1989,92.42361
Greece,GRC,1990,93.72659
Greece,GRC,1991,90.17141
Greece,GRC,1992,94.088234
Greece,GRC,1993,94.04727
Greece,GRC,1994,94.24909
Greece,GRC,1995,93.93198
Greece,GRC,1996,91.37747
Greece,GRC,1997,98.41099
Greece,GRC,1998,102.95045
Greece,GRC,1999,99.02892
Greece,GRC,2000,104.9478
Greece,GRC,2001,108.47605
Greece,GRC,2002,104.36563
Greece,GRC,2003,104.92748
Greece,GRC,2004,107.55803
Greece,GRC,2005,106.09819
Greece,GRC,2006,97.70742
Greece,GRC,2007,103.01639
Greece,GRC,2008,96.96925
Greece,GRC,2009,98.008194
Greece,GRC,2010,91.50558
Greece,GRC,2011,91.84949
Greece,GRC,2012,94.6589
Greece,GRC,2013,81.26121
Greece,GRC,2014,78.09801
Greece,GRC,2015,65.440796
Greece,GRC,2016,50.69211
Greece,GRC,2017,55.779747
Greece,GRC,2018,54.774902
Greece,GRC,2019,37.175343
Greece,GRC,2020,21.294855
Greece,GRC,2021,19.91156
Greece,GRC,2022,20.013203
High-income countries,,1965,10176.289
High-income countries,,1966,10129.451
High-income countries,,1967,9947.566
High-income countries,,1968,10173.0625
High-income countries,,1969,10307.72
High-income countries,,1970,10155.094
High-income countries,,1971,9635.527
High-income countries,,1972,9561.42
High-income countries,,1973,9956.408
High-income countries,,1974,9871.146
High-income countries,,1975,9688.961
High-income countries,,1976,10227.338
High-income countries,,1977,10354.648
High-income countries,,1978,10296.286
High-income countries,,1979,10942.057
High-income countries,,1980,11327.567
High-income countries,,1981,11454.415
High-income countries,,1982,11307.303
High-income countries,,1983,11569.627
High-income countries,,1984,12060.209
High-income countries,,1985,12561.109
High-income countries,,1986,12413.555
High-income countries,,1987,12763.407
High-income countries,,1988,13072.27
High-income countries,,1989,13146.609
High-income countries,,1990,12765.96
High-income countries,,1991,12469.898
High-income countries,,1992,12171.548
High-income countries,,1993,12144.598
High-income countries,,1994,12112.066
High-income countries,,1995,12180.911
High-income countries,,1996,12541.252
High-income countries,,1997,12627.016
High-income countries,,1998,12559.773
High-income countries,,1999,12454.678
High-income countries,,2000,13005.607
High-income countries,,2001,12945.047
High-income countries,,2002,13071.027
High-income countries,,2003,13441.576
High-income countries,,2004,13495.628
High-income countries,,2005,13576.01
High-income countries,,2006,13638.623
High-income countries,,2007,13858.391
High-income countries,,2008,13586.325
High-income countries,,2009,12113.786
High-income countries,,2010,12826.355
High-income countries,,2011,12578.184
High-income countries,,2012,12048.41
High-income countries,,2013,12214.199
High-income countries,,2014,11975.582
High-income countries,,2015,11216.65
High-income countries,,2016,10542.664
High-income countries,,2017,10444.242
High-income countries,,2018,10075.442
High-income countries,,2019,8902.242
High-income countries,,2020,7624.5215
High-income countries,,2021,8344.676
High-income countries,,2022,8013.489
Hong Kong,HKG,1965,1.43049
Hong Kong,HKG,1966,1.23278
Hong Kong,HKG,1967,0.98855
Hong Kong,HKG,1968,0.70943
Hong Kong,HKG,1969,0.41868
Hong Kong,HKG,1970,0.24422999
Hong Kong,HKG,1971,0.31401
Hong Kong,HKG,1972,0.15119
Hong Kong,HKG,1973,0.08141
Hong Kong,HKG,1974,0.08141
Hong Kong,HKG,1975,0.06978
Hong Kong,HKG,1976,0.09304
Hong Kong,HKG,1977,0.08141
Hong Kong,HKG,1978,0.058149997
Hong Kong,HKG,1979,0.04652
Hong Kong,HKG,1980,0.02326
Hong Kong,HKG,1981,0.40704998
Hong Kong,HKG,1982,10.40885
Hong Kong,HKG,1983,24.446259
Hong Kong,HKG,1984,31.91272
Hong Kong,HKG,1985,39.507107
Hong Kong,HKG,1986,45.717525
Hong Kong,HKG,1987,57.28938
Hong Kong,HKG,1988,66.27937
Hong Kong,HKG,1989,71.01278
Hong Kong,HKG,1990,63.87196
Hong Kong,HKG,1991,68.91938
Hong Kong,HKG,1992,73.059654
Hong Kong,HKG,1993,84.608246
Hong Kong,HKG,1994,60.44111
Hong Kong,HKG,1995,65.15126
Hong Kong,HKG,1996,48.415688
Hong Kong,HKG,1997,40.85619
Hong Kong,HKG,1998,50.78821
Hong Kong,HKG,1999,43.41361
Hong Kong,HKG,2000,50.449722
Hong Kong,HKG,2001,79.68833
Hong Kong,HKG,2002,61.98861
Hong Kong,HKG,2003,78.61528
Hong Kong,HKG,2004,73.40639
Hong Kong,HKG,2005,79.86221
Hong Kong,HKG,2006,79.73417
Hong Kong,HKG,2007,86.998055
Hong Kong,HKG,2008,79.721664
Hong Kong,HKG,2009,83.24778
Hong Kong,HKG,2010,72.42305
Hong Kong,HKG,2011,86.14694
Hong Kong,HKG,2012,84.79666
Hong Kong,HKG,2013,90.37639
Hong Kong,HKG,2014,94.726105
Hong Kong,HKG,2015,77.90111
Hong Kong,HKG,2016,77.89527
Hong Kong,HKG,2017,72.96777
Hong Kong,HKG,2018,74.94055
Hong Kong,HKG,2019,71.769165
Hong Kong,HKG,2020,38.230556
